video_id,datetime,title
arrokG3wCdE,2022-02-11T17:26:54Z,John Abramson: Big Pharma | Lex Fridman Podcast #263
uTCc2-1tbBQ,2022-02-06T22:21:57Z,Garry Nolan: UFOs and Aliens | Lex Fridman Podcast #262
BCdV6BMMpOo,2022-02-03T17:39:31Z,"Philip Goff: Consciousness, Panpsychism, and the Philosophy of Mind | Lex Fridman Podcast #261"
KdmDtqB46Jc,2022-01-30T20:51:51Z,"Georges St-Pierre, John Danaher &amp; Gordon Ryan: The Greatest of All Time | Lex Fridman Podcast #260"
3Z7WimACqG8,2022-01-26T20:44:29Z,Thomas Tull: From Batman Dark Knight Trilogy to AI and The Rolling Stones | Lex Fridman Podcast #259
SGzMElJ11Cc,2022-01-22T20:09:07Z,Yann LeCun: Dark Matter of Intelligence and Self-Supervised Learning | Lex Fridman Podcast #258
nhGwJLXzHs8,2022-01-18T20:29:57Z,"Brian Keating: Cosmology, Astrophysics, Aliens &amp; Losing the Nobel Prize | Lex Fridman Podcast #257"
Q24cpnHzx8I,2022-01-15T19:52:57Z,Nationalism Debate: Yaron Brook and Yoram Hazony | Lex Fridman Podcast #256
3MoiMCWhGuw,2022-01-11T00:32:41Z,GSP teaches Lex Fridman how to street fight
oIOGUYOPAsA,2022-01-04T23:53:48Z,Jay Bhattacharya: The Case Against Lockdowns | Lex Fridman Podcast #254
B2tXN7ZnSfU,2021-12-31T22:46:41Z,Michael Malice: New Year&#39;s Special | Lex Fridman Podcast #253
oJHb5a3ggzE,2021-12-30T17:24:21Z,Elon Musk Meme Review
DxREm3s1scA,2021-12-28T19:04:38Z,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252"
TISMidxdZoc,2021-12-25T20:06:25Z,"Ray Dalio: Money, Power, and the Collapse of Empires | Lex Fridman Podcast #251"
X0-SXS6zdEQ,2021-12-23T23:10:43Z,"Peter Wang: Python and the Source Code of Humans, Computers, and Reality | Lex Fridman Podcast #250"
IbEUbykf9zw,2021-12-20T20:47:10Z,David Goggins and Lex Fridman pushup challenge in Las Vegas
Z_LhPMhkEdw,2021-12-18T15:06:47Z,Albert Bourla: Pfizer CEO | Lex Fridman Podcast #249
Vrz8YDl9CeA,2021-12-13T05:16:47Z,"Norman Naimark: Genocide, Stalin, Hitler, Mao, and Absolute Power | Lex Fridman Podcast #248"
K78jqx9fx2I,2021-12-08T18:30:06Z,Jamie Metzl: Lab Leak Theory | Lex Fridman Podcast #247
CDiqA4SJNpA,2021-11-28T21:16:39Z,"Robert Crews: Afghanistan, Taliban, Bin Laden, and War in the Middle East | Lex Fridman Podcast #244"
3pvpNKUPbIY,2021-11-23T21:24:10Z,Kevin Systrom: Instagram | Lex Fridman Podcast #243
tApj7Q37P2k,2021-11-20T18:18:56Z,Ben Askren: Wrestling and MMA | Lex Fridman Podcast #242
U_AREIyd0Fc,2021-11-16T23:18:44Z,"Boris Sofman: Waymo, Cozmo, Self-Driving Cars, and the Future of Robotics | Lex Fridman Podcast #241"
xAfdSak2fs8,2021-11-11T21:25:35Z,"Neal Stephenson: Sci-Fi, Space, Aliens, AI, VR &amp; the Future of Humanity | Lex Fridman Podcast #240"
xF6x1ftN-H4,2021-11-08T18:39:28Z,"Niall Ferguson: History of Money, Power, War, and Truth | Lex Fridman Podcast #239"
mRZE-SJShkE,2021-11-05T20:31:27Z,Francis Collins: National Institutes of Health (NIH) | Lex Fridman Podcast #238
uy1fX2vOAEE,2021-10-31T23:38:54Z,Jimmy Pedro: Judo and the Forging of Champions | Lex Fridman Podcast #236
80OvNaEgmmw,2021-10-29T21:50:25Z,Michael Mina: Rapid COVID Testing | Lex Fridman Podcast #235
4-SGpEInX_c,2021-10-27T00:18:42Z,Stephen Wolfram: Complexity and the Fabric of Reality | Lex Fridman Podcast #234
OSRDheEe0ik,2021-10-25T17:09:37Z,Pixel 6 AI explained | Lex Fridman
3LWNY70Oj4A,2021-10-23T17:12:01Z,"Carl Hart: Heroin, Cocaine, MDMA, Alcohol &amp; the Role of Drugs in Society | Lex Fridman Podcast #233"
98HZanvAJ8Y,2021-10-20T18:05:38Z,"Brian Greene: Quantum Gravity, The Big Bang, Aliens, Death, and Meaning | Lex Fridman Podcast #232"
kSbMU5CbFM0,2021-10-16T21:23:30Z,"Alex Gladstein: Bitcoin, Authoritarianism, and Human Rights | Lex Fridman Podcast #231"
PbN3HzKkW4M,2021-10-14T23:46:09Z,"Kelsi Sheren: War, Artillery, PTSD, and Love | Lex Fridman Podcast #230"
Iau6W5pjy9Y,2021-10-05T22:09:09Z,"RZA: Wu-Tang Clan, Kung Fu, Chess, God, Life, and Death | Lex Fridman Podcast #228"
cC1HszE5Hcw,2021-09-30T23:56:51Z,"Sean Kelly: Existentialism, Nihilism, and the Search for Meaning | Lex Fridman Podcast #227"
KZnGSVwIpeU,2021-09-27T21:37:26Z,Jo Boaler: How to Learn Math | Lex Fridman Podcast #226
EwueqdgIvq4,2021-09-26T23:17:38Z,Jeffrey Shainline: Neuromorphic Computing and Optoelectronic Intelligence | Lex Fridman Podcast #225
gFEE3w7F0ww,2021-09-23T01:41:54Z,"Travis Oliphant: NumPy, SciPy, Anaconda, Python &amp; Scientific Programming | Lex Fridman Podcast #224"
uiNpESmPioQ,2021-09-21T02:00:23Z,"Travis Stevens: Judo, Olympics, and Mental Toughness | Lex Fridman Podcast #223"
Ui38ZzTymDY,2021-09-20T05:27:04Z,Jay McClelland: Neural Networks and the Emergence of Cognition | Lex Fridman Podcast #222
3wMKoSRbGVs,2021-09-15T16:39:04Z,Douglas Lenat: Cyc and the Quest to Solve Common Sense Reasoning in AI | Lex Fridman Podcast #221
hZenJc1fa70,2021-09-11T21:14:02Z,Niels Jorgensen: New York Firefighters and the Heroes of 9/11 | Lex Fridman Podcast #220
EE1R8FYUJm0,2021-09-09T17:06:37Z,"Donald Knuth: Programming, Algorithms, Hard Problems &amp; the Game of Life | Lex Fridman Podcast #219"
Fx0G6DHMfXM,2021-09-06T20:31:36Z,"Jaron Lanier: Virtual Reality, Social Media &amp; the Future of Humans and AI | Lex Fridman Podcast #218"
nre0QT9LN6w,2021-09-03T21:35:56Z,Rodney Brooks: Robotics | Lex Fridman Podcast #217
G433fa01oMU,2021-09-01T17:41:23Z,Vincent Racaniello: Viruses and Vaccines | Lex Fridman Podcast #216
U5OD8MjYnOM,2021-08-29T17:41:21Z,"Wojciech Zaremba: OpenAI Codex, GPT-3, Robotics, and the Future of AI | Lex Fridman Podcast #215"
TRdL6ZzWBS0,2021-08-27T21:12:28Z,Jed Buchwald: Isaac Newton and the Philosophy of Science | Lex Fridman Podcast #214
J48bm21q8_A,2021-08-23T19:19:46Z,Barry Barish: Gravitational Waves and the Most Precise Device Ever Built | Lex Fridman Podcast #213
rIpUf-Vy2JA,2021-08-21T23:55:50Z,"Joscha Bach: Nature of Reality, Dreams, and Consciousness | Lex Fridman Podcast #212"
ABbDB6xri8o,2021-08-20T19:03:35Z,Tesla AI Day Highlights | Lex Fridman
oYQh1ZNkC70,2021-08-15T01:58:16Z,Brian Muraresku: The Secret History of Psychedelics | Lex Fridman Podcast #211
Hc4XvHTlW3s,2021-08-11T13:56:36Z,Matt Walker: Sleep | Lex Fridman Podcast #210
ndMahzDCH1Y,2021-08-09T03:16:49Z,Luís and João Batalha: Fermat&#39;s Library and the Art of Studying Papers | Lex Fridman Podcast #209
e4Bet29PVPY,2021-08-03T18:17:10Z,Chris Duffin: The Mad Scientist of Strength | Lex Fridman Podcast #207
FUS6ceIvUnI,2021-07-31T16:10:18Z,Ishan Misra: Self-Supervised Deep Learning in Computer Vision | Lex Fridman Podcast #206
0RTWSJAqTPg,2021-07-29T01:52:55Z,Zach Bitter: Ultramarathon Running | Lex Fridman Podcast #205
j4_VyRDOmN4,2021-07-26T01:14:16Z,Cumrun Vafa: String Theory | Lex Fridman Podcast #204
ew8U43IXTfk,2021-07-23T23:20:54Z,Anya Fernald: Regenerative Farming and the Art of Cooking Meat | Lex Fridman Podcast #203
2tUiLxtrLxk,2021-07-21T02:29:00Z,Rick Doblin: Psychedelics | Lex Fridman Podcast #202
tm7poMupE8k,2021-07-19T05:25:02Z,Konstantin Batygin: Planet 9 and the Edge of Our Solar System | Lex Fridman Podcast #201
R5rNoV1Qy_Q,2021-07-15T15:40:21Z,Michael Malice: Totalitarianism and Anarchy | Lex Fridman Podcast #200
Udh22kuLebg,2021-07-11T19:52:16Z,Roger Reaves: Smuggling Drugs for Pablo Escobar and the Medellin Cartel | Lex Fridman Podcast #199
-tDQ74I3Ovs,2021-07-09T22:15:36Z,Sara Walker: The Origin of Life on Earth and Alien Worlds | Lex Fridman Podcast #198
n2RcVEftY48,2021-07-05T02:02:26Z,"Jocko Willink: War, Leadership, and Discipline | Lex Fridman Podcast #197"
usDqSEKDVsA,2021-07-01T03:26:56Z,Yeonmi Park: North Korea | Lex Fridman Podcast #196
TG6BuSjwP4o,2021-06-25T23:35:53Z,"Bret Weinstein: Truth, Science, and Censorship in the Time of a Pandemic | Lex Fridman Podcast #194"
cuD9uNFXnU8,2021-06-21T00:31:40Z,Rob Reid: The Existential Threat of Engineered Viruses and Lab Leaks | Lex Fridman Podcast #193
FKh8hjJNhWc,2021-06-16T15:39:38Z,Charles Hoskinson: Cardano | Lex Fridman Podcast #192
hGRNUw559SE,2021-06-14T07:03:45Z,Daniel Schmachtenberger: Steering Civilization Away from Self-Destruction | Lex Fridman Podcast #191
jhKZIq3SlYE,2021-06-07T01:19:34Z,David Sinclair: Extending the Human Lifespan Beyond 100 Years | Lex Fridman Podcast #189
XW0QZmtbjvs,2021-06-03T21:07:24Z,Vitalik Buterin: Ethereum 2.0 | Lex Fridman Podcast #188
LDTe8uFqbws,2021-05-29T22:26:51Z,"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life &amp; Aliens | Lex Fridman Podcast #187"
1YbcB6b4A2U,2021-05-24T09:56:29Z,Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast #186
4dC_nRYIDZU,2021-05-20T18:57:03Z,"Sam Harris: Consciousness, Free Will, Psychedelics, AI, UFOs, and Meaning | Lex Fridman Podcast #185"
85F0FDsPHf8,2021-05-17T09:42:08Z,"Katherine de Kleer: Planets, Moons, Asteroids &amp; Life in Our Solar System | Lex Fridman Podcast #184"
6z1JwZbX4dQ,2021-05-14T22:36:59Z,"Po-Shen Loh: Mathematics, Math Olympiad, Combinatorics &amp; Contact Tracing | Lex Fridman Podcast #183"
ktuw6Ow4sd0,2021-05-09T18:52:27Z,"John Danaher: The Path to Mastery in Jiu Jitsu, Grappling, Judo, and MMA | Lex Fridman Podcast #182"
USnqkUAr_3w,2021-04-30T01:40:46Z,Jeremi Suri: History of American Power | Lex Fridman Podcast #180
fIPxfzfOTxk,2021-04-26T03:34:31Z,Georges St-Pierre: The Science of Fighting | Lex Fridman Podcast #179
Pl3x4GINtBQ,2021-04-24T17:34:23Z,"Michael Malice and Yaron Brook: Ayn Rand, Human Nature, and Anarchy | Lex Fridman Podcast #178"
CY_LEa9xQtg,2021-04-19T05:09:30Z,Risto Miikkulainen: Neuroevolution and Evolutionary Computation | Lex Fridman Podcast #177
HrehEWYj16s,2021-04-17T22:44:52Z,Robert Breedlove: Philosophy of Bitcoin from First Principles | Lex Fridman Podcast #176
7Grseeycor4,2021-04-10T20:12:28Z,Tyler Cowen: Economic Growth &amp; the Fight Against Conformity &amp; Mediocrity | Lex Fridman Podcast #174
mDyBbGCiBUU,2021-04-01T02:13:05Z,"Nic Carter: Bitcoin Core Values, Layered Scaling, and Blocksize Debates | Lex Fridman Podcast #173"
UOEpe17nPhE,2021-03-30T06:56:35Z,Ryan Schiller: Librex and the Free Exchange of Ideas on College Campuses | Lex Fridman Podcast #172
IHg6ixt3CKc,2021-03-25T17:28:33Z,Anthony Pompliano: Bitcoin | Lex Fridman Podcast #171
VHg9sfOzBbY,2021-03-20T21:14:20Z,Ryan Hall: Solving Martial Arts from First Principles | Lex Fridman Podcast #169
zNdhgOk4-fE,2021-03-15T04:56:17Z,"Silvio Micali: Cryptocurrency, Blockchain, Algorand, Bitcoin &amp; Ethereum | Lex Fridman Podcast #168"
grceJbuPUXI,2021-03-14T00:50:22Z,"Saagar Enjeti: Politics, History, and Power | Lex Fridman Podcast #167"
y3Umo_jd5AA,2021-03-05T00:29:09Z,"Cal Newport: Deep Work, Focus, Productivity, Email, and Social Media | Lex Fridman Podcast #166"
YJWPowbCK_I,2021-03-01T13:36:40Z,"Josh Barnett: Philosophy of Violence, Power, and the Martial Arts | Lex Fridman #165"
ClxRHJPz8aQ,2021-02-28T16:54:27Z,"Andrew Huberman: Sleep, Dreams, Creativity, Fasting, and Neuroplasticity | Lex Fridman Podcast #164"
ifX_JnBfxTY,2021-02-23T05:36:41Z,"Eric Weinstein: Difficult Conversations, Freedom of Speech, and Physics | Lex Fridman Podcast #163"
G4hL5Om4IJ4,2021-02-18T17:40:14Z,"Jim Keller: The Future of Computing, AI, Life, and Consciousness | Lex Fridman Podcast #162"
krB0enBeSiE,2021-02-12T14:08:10Z,"Brendan Eich: JavaScript, Firefox, Mozilla, and Brave | Lex Fridman Podcast #160"
ziQSpuST6Es,2021-02-07T23:21:47Z,"Richard Craib: WallStreetBets, Numerai, and the Future of Stock Trading | Lex Fridman Podcast #159"
QSPtSNqUCUw,2021-02-05T20:00:46Z,Zev Weinstein: The Next Generation of Big Ideas and Brave Minds | Lex Fridman Podcast #158
x02fjnpqiyA,2021-02-03T14:15:01Z,Training for David Goggins - 4x4x48 Challenge | Lex Fridman
CejJ2aVRUE8,2021-02-01T14:27:47Z,Natalya Bailey: Rocket Engines and Electric Spacecraft Propulsion | Lex Fridman Podcast #157
6ePR2TWYVkI,2021-01-27T18:13:21Z,Lex Fridman: Ask Me Anything - AMA January 2021 | Lex Fridman Podcast
RL4j4KPwNGM,2021-01-18T06:24:05Z,Max Tegmark: AI and Physics | Lex Fridman Podcast #155
plcc6E-E1uU,2021-01-14T05:36:17Z,"Avi Loeb: Aliens, Black Holes, and the Mystery of the Oumuamua | Lex Fridman Podcast #154"
I51DuprOb0o,2021-01-11T10:55:04Z,"Dmitry Korkin: Evolution of Proteins, Viruses, Life, and AI | Lex Fridman Podcast #153"
pRzelZlKl7E,2021-01-09T23:08:29Z,"Dan Gable: Olympic Wrestling, Mental Toughness &amp; the Making of Champions | Lex Fridman Podcast #152"
OIEIr4wtVvU,2021-01-03T04:18:51Z,Lex Fridman plays The Stanley Parable
uykM3NhJbso,2020-12-31T23:09:35Z,"Michael Malice: Freedom, Hope, and Happiness Amidst Chaos | Lex Fridman Podcast #150"
iqBh7G4uDR8,2020-12-28T04:43:43Z,"Diana Walsh Pasulka: Aliens, Technology, Religion &amp; the Nature of Belief | Lex Fridman Podcast #149"
yzMVEbs8Zz0,2020-12-26T17:06:27Z,Charles Isbell and Michael Littman: Machine Learning and Education | Lex Fridman Podcast #148
ICj8p5jPd3Y,2020-12-14T07:26:07Z,Matthew Johnson: Psychedelics | Lex Fridman Podcast #145
c9AbECvRt20,2020-12-13T04:30:02Z,Michael Littman: Reinforcement Learning and the Future of AI | Lex Fridman Podcast #144
bseWFCHATzU,2020-12-11T04:31:12Z,Lex Fridman plays Cyberpunk 2077
bgNzUxyS-kQ,2020-11-30T19:52:50Z,"Manolis Kellis: Meaning of Life, the Universe, and Everything | Lex Fridman Podcast #142"
_ySbzVXiwzQ,2020-11-21T19:54:40Z,How to learn and master a new skill
Ktj050DxG7Q,2020-11-16T16:06:18Z,Andrew Huberman: Neuroscience of Optimal Performance | Lex Fridman Podcast #139
SOr1YYRljV8,2020-11-13T14:42:37Z,Yaron Brook: Ayn Rand and the Philosophy of Objectivism | Lex Fridman Podcast #138
-k-ztNsBM54,2020-11-03T03:07:14Z,Dan Carlin: Hardcore History | Lex Fridman Podcast #136
LAyZ8IYfGxQ,2020-11-02T01:08:30Z,"Charles Isbell: Computing, Interactive AI, and Race in America | Lex Fridman Podcast #135"
o2nG7-eXxko,2020-10-30T03:57:16Z,"Eric Weinstein: On the Nature of Good and Evil, Genius and Madness | Lex Fridman Podcast #134"
Aq9UPIXbtKI,2020-10-25T23:17:54Z,Manolis Kellis: Biology of Disease | Lex Fridman Podcast #133
BOIxl0kJmV4,2020-10-23T23:31:35Z,Programming Meme Review with George Hotz
_L3gNaAVjQ4,2020-10-22T01:09:25Z,George Hotz: Hacking the Simulation &amp; Learning to Drive with Neural Nets | Lex Fridman Podcast #132
NbdRIVCBqNI,2020-10-04T18:10:14Z,Lisa Feldman Barrett: Counterintuitive Ideas About How the Brain Works | Lex Fridman Podcast #129
BIk1zUy8ehU,2020-10-02T15:18:13Z,"Michael Malice: Anarchy, Democracy, Libertarianism, Love, and Trolling | Lex Fridman Podcast #128"
FKCJWkPehdY,2020-09-26T17:01:46Z,"Joe Rogan: Fear, Love, Chaos, and the Joe Rogan Experience | Lex Fridman Podcast #127"
IT__Nrr3PNI,2020-09-24T14:32:48Z,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast #126"
hhEwWghH_XM,2020-09-20T21:56:41Z,"Ryan Hall: Martial Arts and the Philosophy of Violence, Power, and Grace | Lex Fridman Podcast #125"
t06rkOOUa7g,2020-09-12T18:43:24Z,"Manolis Kellis: Origin of Life, Humans, Ideas, Suffering, and Happiness | Lex Fridman Podcast #123"
aB8zcAttP1E,2020-09-08T16:50:49Z,"David Fravor: UFOs, Aliens, Fighter Jets, and Aerospace Engineering | Lex Fridman Podcast #122"
amCsM265Lw0,2020-08-24T18:10:32Z,Math Meme Review with Grant Sanderson (3Blue1Brown)
U_6AYX42gkU,2020-08-23T22:44:32Z,"Grant Sanderson: Math, Manim, Neural Networks &amp; Teaching with 3Blue1Brown | Lex Fridman Podcast #118"
HPfPFM1wNmE,2020-08-21T20:23:20Z,Best hidden feature of Python | Chaining comparison operators
U41dkEpj6NU,2020-08-19T14:40:53Z,Lex Fridman Podcast | Now in ASCII + Name Change
-jA2ABHBc6Y,2020-08-16T20:12:39Z,Sara Seager: Search for Planets and Life Outside Our Solar System | Lex Fridman Podcast #116
tg_m_LxxRwM,2020-08-14T22:53:01Z,Dileep George: Brain-Inspired AI | Lex Fridman Podcast #115
A22Ej6kb2wo,2020-08-09T16:33:17Z,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast #114"
brslF-Cy3HU,2020-07-31T13:28:08Z,Manolis Kellis: Human Genome and Evolutionary Dynamics | Lex Fridman Podcast #113
KllCrlfLuzs,2020-07-26T15:52:27Z,Richard Karp: Algorithms and Computational Complexity | Lex Fridman Podcast #111
LRYkH-fAVGE,2020-07-21T23:16:50Z,Jitendra Malik: Computer Vision | Lex Fridman Podcast #110
i3ZnDRrmFjg,2020-07-19T19:06:22Z,Neural networks learning spirals
kxi-_TT_-Nc,2020-07-14T16:00:40Z,Sergey Levine: Robotics and Machine Learning | Lex Fridman Podcast #108
k8Zomsf3uBI,2020-07-01T14:20:01Z,You Are Your Own Existence Proof (Karl Friston) | AI Podcast Clips with Lex Fridman
9LQffCdHHlQ,2020-06-30T22:04:44Z,Robert Langer: Edison of Medicine | Lex Fridman Podcast #105
pXEl0R1BX-g,2020-06-29T12:46:37Z,Make Disadvantage Your Superpower | Lex Fridman | AMA #6
gaMz3JGuA5E,2020-06-28T12:05:09Z,If You Could Live Forever Would You? (Ben Goertzel) | AI Podcast Clips with Lex Fridman
naed4C4hfAg,2020-06-27T19:21:32Z,David Patterson: Computer Architecture and Data Storage | Lex Fridman Podcast #104
PgtedwKGhXs,2020-06-20T17:52:48Z,Steven Pressfield: The War of Art | Lex Fridman Podcast #102
tyrPMVMb-Uw,2020-06-16T13:26:42Z,We exist inside the story that the brain tells itself (Joscha Bach) | AI Podcast Clips
8mixT5_U0hk,2020-06-14T21:26:33Z,Happiness is a cookie that your brain bakes for itself (Joscha Bach) | AI Podcast Clips
P-2P3MSZrBM,2020-06-13T17:05:00Z,Joscha Bach: Artificial Consciousness and the Nature of Reality | Lex Fridman Podcast #101
7KTbEn7PiaY,2020-05-23T12:06:00Z,Kate Darling: Social Robotics | Lex Fridman Podcast #98
M1-v-dXIzho,2020-05-20T01:29:42Z,Sertac Karaman: Robots That Fly and Robots That Drive | Lex Fridman Podcast #97
Me96OWd44q0,2020-05-13T23:14:56Z,"Exponential Progress of AI: Moore&#39;s Law, Bitter Lesson, and the Future of Computation"
HhY95m-WD_E,2020-05-12T23:21:18Z,Dawn Song: Adversarial Machine Learning and Computer Security | Lex Fridman Podcast #95
xoVibFYi1Gs,2020-05-10T14:00:59Z,Language or Vision - What&#39;s Harder? (Ilya Sutskever) | AI Podcast Clips
i0UyKsAEaNI,2020-05-09T17:13:41Z,How to Build AGI? (Ilya Sutskever) | AI Podcast Clips
13CZPWmke6A,2020-05-08T21:12:38Z,Ilya Sutskever: Deep Learning | Lex Fridman Podcast #94
MrIFte_rOh0,2020-05-06T20:31:51Z,"What is Deep Reinforcement Learning? (David Silver, DeepMind) | AI Podcast Clips"
Q4D_4CGWYNk,2020-05-04T19:57:28Z,The Big Nap: Coronavirus and World War II - Eric Weinstein and Lex Fridman | AI Podcast Clips
w_SNIwW6iX8,2020-05-02T14:00:47Z,Eating One Meal a Day (Jack Dorsey) | AI Podcast Clips
8A-5gIW0-eI,2020-04-29T22:54:15Z,Harry Cliff: Particle Physics and the Large Hadron Collider | Lex Fridman Podcast #92
nXwpiPybr0Q,2020-04-25T14:26:07Z,Jack Dorsey: Yang Gang Forever | AI Podcast Clips
CwyOUS8TSl0,2020-04-22T20:59:37Z,Dmitry Korkin: Computational Biology of Coronavirus | Lex Fridman Podcast #90
L7MiE1zO5PI,2020-04-21T17:28:50Z,What is Wolfram Language? (Stephen Wolfram) | AI Podcast Clips
fgGZMRJ15oY,2020-04-17T15:58:07Z,Eric Weinstein&#39;s Harvard Story - The System Breaks Down in Novel Situations | AI Podcast Clips
vdW9XDBuxjU,2020-04-15T20:00:11Z,Geometric Unity - A Theory of Everything (Eric Weinstein) | AI Podcast Clips
CdiJGDNQAo8,2020-04-15T14:00:41Z,I&#39;m Most Proud of Trying - Eric Weinstein | AI Podcast Clips
e77NkSjnyH4,2020-04-04T23:20:01Z,"AlphaZero and Self Play (David Silver, DeepMind) | AI Podcast Clips"
5qjA8HPJl_0,2020-04-02T03:02:33Z,Escaping the Local Optimum of Low Expectation
orMtwOz6Db0,2020-03-31T14:34:14Z,Roger Penrose: Physics of Consciousness and the Infinite Universe | Lex Fridman Podcast #85
_TTNGq9djU4,2020-03-21T18:27:49Z,"Simon Sinek: Leadership, Hard Work, Optimism and the Infinite Game | Lex Fridman Podcast #82"
mKtsM2vv0DA,2020-03-18T16:54:33Z,Who is Satoshi Nakamoto? (Vitalik Buterin) | AI Podcast Clips
EvSObcZBvfM,2020-03-10T18:05:23Z,Quantum Mechanics and General Relativity (Lee Smolin) | AI Podcast Clips
DKyzcbNr8WE,2020-02-29T16:15:45Z,John Hopfield: Physics View of the Mind and Neurobiology | Lex Fridman Podcast #76
wuJa1lnv_TQ,2020-02-23T15:54:19Z,Sleep and Burnout | AMA #2 - Ask Me Anything with Lex Fridman
1k37OcjH7BM,2020-02-21T21:01:40Z,Andrew Ng: Advice on Getting Started in Deep Learning | AI Podcast Clips
wKw1tpN7NVE,2020-02-19T17:07:15Z,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman
7bLeQFhPwzk,2020-02-16T13:48:57Z,Jim Keller: Abstraction Layers from the Atom to the Data Center | AI Podcast Clips
bQa7hpUpMzM,2020-02-14T17:33:18Z,"Vladimir Vapnik: Predicates, Invariants, and the Essence of Intelligence | Lex Fridman Podcast #71"
c01BlUDIlK4,2020-02-09T16:00:17Z,Moore&#39;s Law is Not Dead (Jim Keller) | AI Podcast Clips
Nb2tebYAaOA,2020-02-05T20:15:55Z,"Jim Keller: Moore&#39;s Law, Microprocessors, and First Principles | Lex Fridman Podcast #70"
v2eul2PIFpY,2020-01-16T16:00:16Z,Daniel Kahneman: Deep Learning (System 1 and System 2) | AI Podcast Clips
ao3UoceiL2w,2020-01-13T16:30:36Z,Lex Fridman: Recipe for Progress in AI (Hard Work)
0VH1Lim8gL8,2020-01-10T16:04:31Z,Deep Learning State of the Art (2020)
Pet94FF3qps,2019-12-31T16:44:33Z,Donald Knuth: Alan Turing was the First 100% Geek | AI Podcast Clips
ImKkaeUx1MU,2019-12-28T18:43:10Z,"Melanie Mitchell: Concepts, Analogies, Common Sense &amp; Future of AI | Lex Fridman Podcast #61"
OE0GjS16jyU,2019-12-26T16:00:15Z,Jim Gates: What is Supersymmetry? | AI Podcast Clips
IUHkhB366tE,2019-12-25T16:28:42Z,"Jim Gates: Supersymmetry, String Theory and Proving Einstein Right | Lex Fridman Podcast #60"
kNqI-PWJsX4,2019-12-22T16:00:14Z,Vsauce: Elon Musk and the Responsibility of a Large Following | AI Podcast Clip with Michael Stevens
BkhIenG0wgk,2019-12-19T16:00:14Z,Vsauce: Consciousness | AI Podcast Clip with Michael Stevens
JB2-5Lzverk,2019-12-10T14:29:48Z,Ray Dalio: Meaning of Life | AI Podcast Clips
w7gIClKZ85s,2019-12-09T14:29:47Z,"Bjarne Stroustrup: C++ Standards - C++03, C++11, C++14, C++17, C++20"
9mL26U3GGcc,2019-12-08T14:29:56Z,Ray Dalio: Work-Life Balance and the Arc of Life | AI Podcast Clips
_tg9F5_P3CY,2019-12-06T17:14:12Z,Ray Dalio: Idea Meritocracy | AI Podcast Clips
0-3kw5BEKB8,2019-12-05T13:01:06Z,"Whitney Cummings: Comedy, Robotics, Neurology, and Love | Lex Fridman Podcast #55"
MRcrJHxhWMY,2019-11-30T18:59:12Z,Noam Chomsky: Deepest Property of Language
X9z9LODEjo4,2019-11-30T18:59:12Z,Noam Chomsky: Neuralink and the Expansion of Cognitive Capacity
cMscNuSUy0I,2019-11-29T16:08:32Z,"Noam Chomsky: Language, Cognition, and Deep Learning | Lex Fridman Podcast #53"
Go7sw_plJwA,2019-11-28T13:36:48Z,Gilbert Strang: Why People Like Math
YPe5OP7Clv4,2019-11-28T13:36:48Z,Gilbert Strang: Singular Value Decomposition
Lz_WksheWqc,2019-11-27T19:47:18Z,Gilbert Strang: MIT OpenCourseWare (OCW)
_G6Sh7P-cK4,2019-11-27T01:20:00Z,Gilbert Strang: Four Fundamental Subspaces of Linear Algebra
lEZPfmGCEk0,2019-11-25T14:11:06Z,"Gilbert Strang: Linear Algebra, Teaching, and MIT OpenCourseWare | Lex Fridman Podcast #52"
kEaX2DAjol8,2019-11-23T18:37:20Z,Dava Newman: Space Suit of the Future
2fI6bYnRgSc,2019-11-22T18:15:25Z,"Dava Newman: Space Exploration, Space Suits, and Life on Mars | Lex Fridman Podcast #51"
AzdxbzHtjgs,2019-11-19T18:00:17Z,"Michael Kearns: Algorithmic Fairness, Privacy &amp; Ethics | Lex Fridman Podcast #50"
K3W56e9j4UY,2019-11-18T18:34:29Z,"Bjarne Stroustrup: Journey to C++ from Fortran, Algol, Simula, and C"
6CTJMx64Vbw,2019-11-17T17:52:52Z,Elon Musk: Understanding the Human Brain at Neuralink
1soLVufJWLU,2019-11-16T13:57:05Z,Elon Musk: Perception vs Control - What&#39;s Harder?
qdpxt7BecZE,2019-11-16T13:56:54Z,Elon Musk: Brain Computer Interfaces - Machine Learning and Neuroplasticity
9OmE4jEVIfQ,2019-11-14T21:15:08Z,Elon Musk: Regulation of AI Safety
smK9dgdTl40,2019-11-12T17:35:22Z,"Elon Musk: Neuralink, AI, Autopilot, and the Pale Blue Dot | Lex Fridman Podcast #49"
